QUANTIDADEDEFEITOS;PLANOMNT;PRIODEF;SEALINSPEÇÃO;GRUPO2DEFEITO;EQUIPEEXECUÇÃO;STATUSEXECUÇÃO
1;ALIMENTADOR;P1;VLP01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;VLP01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;SJR01C5;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;RSO01C5;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;RNC01C8;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;RNC01C8;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01C4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01C4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;TRU01C7;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;TRU01C7;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W3;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;CET01W3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;aterramento;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;A;ADG01C3;Rede;LM;ACOMPANHAR
1;BAIXA TENSÃO;P2;ADG01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;FLP01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FLP01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FLP01C1;estrutura;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;CET01W3;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C1;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C1;Rede;TT;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;estrutura;LM;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;Para-Raios De MT;TT;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;CHT01C2;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CET01W3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ARS01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;ARS01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ARS01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ARS01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;estrutura;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SBN01C1;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;NI;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;BRD01C3;estrutura;NI;PEND F_PRAZO
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;BRD01C3;Para-Raios MT;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;estrutura;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SQA01C2;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;SRI01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;LV;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C3;Rede;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;RSO01C4;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;RSO01C4;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;RSO01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;RSO01C4;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;TRU01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;A;TRU01C5;estrutura;LM;ACOMPANHAR
1;BAIXA TENSÃO;P2;TRU01C5;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;TRU01C5;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C4;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C4;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C4;Transformador;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C5;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C5;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C5;Transformador;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C5;Transformador;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C5;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C5;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAB01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;IPS01C6;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;IPS01C6;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;VLP01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;VLP01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAB01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAB01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;MAB01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C8;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAB01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAB01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAB01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAB01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAB01C5;Transformador;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAB01C5;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;ADG01C5;Transformador;NI;RETIRADA
1;BAIXA TENSÃO;P2;ADG01C5;Transformador;NI;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C5;estrutura;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;MAB01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C3;Para-Raios MT;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;FQL01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;FQL01C3;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;estrutura;LM;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;estrutura;LM;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;VLP01C4;estrutura;LM;RETIRADA
1;BAIXA TENSÃO;P2;VLP01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C7;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MAR01C7;Rede;TT;RETIRADA
1;BAIXA TENSÃO;P2;MAR01C7;aterramento;TT;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;STT01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;STT01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;STT01C4;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;estrutura;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;CDO01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;CDO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;Chave Fusível;LV;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C3;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;LM;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;TT;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;Rede;TT;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;STT01C5;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;STT01C5;estrutura;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;CDO01C6;aterramento;TT;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C1;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C1;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C1;Para-Raios De MT;TT;RETIRADA
1;BAIXA TENSÃO;P2;MRO01C2;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MRO01C2;Rede;TT;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;Rede;TT;RETIRADA
1;BAIXA TENSÃO;P2;MRO01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;Rede;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;estrutura;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P2;MRO01C2;estrutura;LM;PEND F_PRAZO
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P2;MRO01C2;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
