QUANTIDADEDEFEITOS;PLANOMNT;PRIODEF;SEALINSPEÇÃO;GRUPO2DEFEITO;EQUIPEEXECUÇÃO;STATUSEXECUÇÃO
1;RAMAL;P1;IPS01C6;árvore;LM;PEND F_PRAZO
1;ALIMENTADOR;P2;CDO01C7;árvore;PO;RETIRADA
1;RAMAL;P1;ODA01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;CHT01C3;estrutura;NI;ACOMPANHAR
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C1;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;MAR01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;MAR01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;LV;PEND F_PRAZO
1;ALIMENTADOR;A;CET01W1;cruzeta;LM;ACOMPANHAR
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ADG01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CET01W2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;CET01W2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C5;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;STT01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;STT01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;SJR01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SJR01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SJR01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SJR01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C8;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;IAQ01C6;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;IAQ01C6;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;árvore;PO;RETIRADA
1;ALIMENTADOR;A;TRU01C6;estrutura;LM;ACOMPANHAR
1;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;SJR01C2;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;condutor;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;cruzeta;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;cruzeta;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;poste;LM;PEND F_PRAZO
1;ALIMENTADOR;A;TRU01C6;poste;LM;ACOMPANHAR
1;ALIMENTADOR;P2;TRU01C6;poste;LM;PEND F_PRAZO
1;ALIMENTADOR;A;TRU01C6;cruzeta;LV;ACOMPANHAR
1;ALIMENTADOR;P2;TRU01C6;cruzeta;LM;PEND F_PRAZO
1;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
1;ALIMENTADOR;A;TRU01C6;isolador;LV;ACOMPANHAR
1;RAMAL;P1;CDO01C8;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;TRU01C6;isolador;LV;PEND F_PRAZO
1;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;RSO01C6;árvore;TT;PEND F_PRAZO
1;RAMAL;P1;RSO01C6;árvore;TT;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C2;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;SMC01C4;chave;NI;PEND N_PRAZO
1;ALIMENTADOR;P2;SMC01C4;cruzeta;LV;PEND N_PRAZO
1;ALIMENTADOR;A;SMC01C4;cruzeta;NI;ACOMPANHAR
1;ALIMENTADOR;A;SMC01C4;cruzeta;NI;ACOMPANHAR
1;ALIMENTADOR;P2;SMC01C4;poste;LM;PEND N_PRAZO
1;ALIMENTADOR;P2;SBN01C3;isolador;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN01C3;isolador;LM;PEND F_PRAZO
1;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;SBN01C3;conexão;NI;ACOMPANHAR
1;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;MRO01C2;árvore;PO;RETIRADA
1;ALIMENTADOR;P2;MRO01C2;árvore;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;MRO01C2;árvore;PO;RETIRADA
1;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN09F1;condutor;LV;PEND F_PRAZO
1;ALIMENTADOR;A;SBN09F1;cruzeta;LV;ACOMPANHAR
1;ALIMENTADOR;A;SBN09F1;poste;LV;ACOMPANHAR
1;ALIMENTADOR;A;SBN09F1;poste;LV;ACOMPANHAR
1;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN09F1;isolador;LV;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN01C1;condutor;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN01C1;condutor;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN01C1;condutor;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;SBN01C1;cruzeta;LV;PEND F_PRAZO
1;ALIMENTADOR;A;SBN01C1;poste;LV;ACOMPANHAR
1;ALIMENTADOR;A;SBN01C1;poste;LV;ACOMPANHAR
1;ALIMENTADOR;P2;SBN01C1;poste;LV;PEND F_PRAZO
1;RAMAL;P1;MRO01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;A;UBS09L3;condutor;LV;ACOMPANHAR
1;ALIMENTADOR;P2;UBS09L3;poste;LM;PEND N_PRAZO
1;ALIMENTADOR;P2;UBS09L3;poste;LM;PEND N_PRAZO
1;ALIMENTADOR;A;UBS09L3;poste;LM;ACOMPANHAR
1;ALIMENTADOR;A;UBS09L3;isolador;LV;ACOMPANHAR
1;ALIMENTADOR;P2;BRN01C1;poste;LV;PEND N_PRAZO
1;ALIMENTADOR;P2;BRN01C1;condutor;LM;PEND N_PRAZO
1;ALIMENTADOR;P2;BRN01C1;condutor;LM;PEND N_PRAZO
1;ALIMENTADOR;P2;BRN01C1;cruzeta;LV;PEND N_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;BRN01C1;poste;LM;ACOMPANHAR
1;ALIMENTADOR;A;BRN01C1;poste;LV;ACOMPANHAR
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAB01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;BRN01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;BRD01C3;cruzeta;LV;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C3;poste;LV;PEND N_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MRO01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MRO01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MRO01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;BRD01C3;poste;LV;ACOMPANHAR
1;ALIMENTADOR;A;BRD01C3;poste;LV;ACOMPANHAR
1;ALIMENTADOR;A;BRD01C3;poste;LV;ACOMPANHAR
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;CDO01C7;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;LV;PEND F_PRAZO
1;ALIMENTADOR;P2;BRD01C5;condutor;LV;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;condutor;LV;PEND N_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;BRD01C5;isolador;LV;PEND N_PRAZO
1;ALIMENTADOR;P2;BRD01C5;isolador;LV;PEND N_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ODA01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;BRN01C2;poste;LM;ACOMPANHAR
1;ALIMENTADOR;A;BRN01C2;poste;LM;ACOMPANHAR
1;ALIMENTADOR;A;BRN01C2;poste;LG;ACOMPANHAR
1;ALIMENTADOR;A;BRN01C2;poste;LM;ACOMPANHAR
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;ARS01C1;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;A;BRD01C4;poste;LV;ACOMPANHAR
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;RSO01C6;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;RSO01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C5;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C5;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;CDO01C1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;RSO01C2;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C2;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C2;árvore;PO;PEND N_PRAZO
1;ALIMENTADOR;P2;RSO01C2;equipamento;EQ;PEND N_PRAZO
1;ALIMENTADOR;A;RSO01C6;conexão;LV;ACOMPANHAR
1;ALIMENTADOR;A;RSO01C6;conexão;LV;ACOMPANHAR
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CDO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ARG01C1;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ARG01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;FLP01C3;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;FLP01C3;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;VLP01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;VLP01C3;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;ADG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;CHT01C4;árvore;LV;PEND F_PRAZO
1;RAMAL;P1;BRN01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MRO01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;LNC01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;LNC01C1;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;FLP01C3;condutor;LV;PEND N_PRAZO
2;RAMAL;P1;LNC01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MAB01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MAB01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MAB01C3;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;IPS01C6;árvore;NI;PEND F_PRAZO
2;RAMAL;P1;ODA01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;ODA01C3;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;SRI01C1;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;MAR01C2;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN01C1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;ARG01C5;conexão;LV;PEND N_PRAZO
1;ALIMENTADOR;P2;ARG01C5;conexão;LV;PEND N_PRAZO
2;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;SJR01C2;árvore;LV;PEND F_PRAZO
2;RAMAL;P1;TRU01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;RSO01C5;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;CDO01C7;árvore;PO;RETIRADA
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MRO01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SBN09F1;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;ARS01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;FLP01C3;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;MAR01C6;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;BRN01C2;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
2;RAMAL;P1;SRI01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;P2;RNC01C6;condutor;LV;PEND N_PRAZO
3;RAMAL;P1;BRN09F1;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
1;ALIMENTADOR;;SJR01C1;cruzeta;NI;RETIRADA
3;RAMAL;P1;BRD01C4;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;LNC01C1;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;LNC01C1;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;MAB01C3;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;MAB01C3;árvore;PO;PEND F_PRAZO
3;RAMAL;P1;IPS01C6;árvore;LV;PEND F_PRAZO
